,findings_start_date,case_id,st_cd,industry,h2a_violtn_cnt,labor_intensity,Length_alleged_violtn,Avg_farm_size,Num_task_forces,Fatal_rate,poverty_rate,num_establishments_Fewer_20employees,Avg_net_farm_income,min_wage_federal
2868,1/1/2013,1736116,IN,VEGETABLE AND MELON FARMING,0,1,0.61942446,0.273291925,0,0.6875,0.390243902,-0.182688418,1.278792422,0
2869,5/28/2012,1658224,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.212230216,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
2870,5/29/2010,1650949,OH,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.825179856,-0.136645963,0,-0.0625,0.12195122,-0.23540515,-0.396527146,0.0625
2871,6/3/2013,1697914,FL,VEGETABLE AND MELON FARMING,0,1,-0.199280576,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2872,1/1/2012,1708794,NC,VEGETABLE AND MELON FARMING,0,1,0.733093525,-0.236024845,0,0.125,0.56097561,-0.001213429,0.536030566,0
2873,2/15/2016,1789187,CA,FRUIT AND TREE NUT FARMING,0,1,-0.141726619,0.776397516,7,-0.6875,-0.243902439,1.409734394,3.959554625,3.4375
2874,7/27/2013,1703583,FL,FRUIT AND TREE NUT FARMING,0,1,-0.202158273,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2875,7/10/2014,1735749,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.196402878,2.01242236,1,0.75,0.365853659,0.878522314,-0.723813574,0
2876,10/1/2012,1675508,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.16618705,-0.236024845,0,0.125,0.56097561,-0.001213429,0.536030566,0
2877,2/1/2012,1647784,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.18057554,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
2878,5/23/2010,1658039,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.829496403,-0.068322981,0,-0.1875,0.268292683,0.15626264,0.168413635,0
2879,1/1/2015,1765416,VA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.05971223,-0.155279503,0,-0.3125,-0.975609756,-0.173385466,-0.705731846,0
2880,6/5/2011,1697550,OH,VEGETABLE AND MELON FARMING,0,1,0.825179856,-0.130434783,0,-0.125,0.048780488,-0.229203182,0.117756269,0.1875
2881,10/20/2012,1743332,TN,OTHER CROP FARMING,0,0,0.828057554,-0.285714286,0,0.3125,0.902439024,-0.287178104,-0.828497081,0
2882,10/7/2013,1742442,FL,VEGETABLE AND MELON FARMING,0,1,0.305755396,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2883,4/25/2013,1724529,FL,SUPPORT ACTIVITIES FOR FORESTRY,0,0,0.272661871,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2884,2/7/2014,1750482,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.271223022,-0.037267081,0,-0.375,0.43902439,0.177699879,0.066368098,0.85
2885,11/30/2012,1747732,NH,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.828057554,-0.614906832,0,-0.6875,-1.658536585,-0.344748551,-0.687249246,0
2886,6/1/2014,1739709,MI,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.072661871,-0.080745342,0,0,-0.024390244,-0.078468383,-0.794183371,1.125
2887,12/13/2010,1678042,PA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.825179856,-0.51552795,0,0.4375,-0.658536585,-0.164621815,-0.459041628,0
2888,10/1/2013,1718663,FL,VEGETABLE AND MELON FARMING,0,1,0.009352518,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2889,8/22/2011,1715285,TX,OTHER CROP FARMING,0,0,0.423741007,2.01863354,1,0.4375,0.609756098,0.813940946,-0.643513257,0
2890,7/29/2013,1698376,MO,VEGETABLE AND MELON FARMING,0,1,-0.220863309,0.49689441,1,0.625,0.634146341,-0.194553054,-0.261770093,0.125
2891,6/25/2013,1732636,SC,VEGETABLE AND MELON FARMING,0,1,0.302877698,-0.037267081,0,0.375,1.073170732,-0.257381691,-0.352091611,0
2892,1/1/2011,1634337,SC,VEGETABLE AND MELON FARMING,0,1,0.200719424,-0.130434783,0,0.75,1,-0.25535931,-0.67017743,0
2893,5/30/2011,1705982,AZ,LOGGING,0,0,0.825179856,9.180124224,0,-0.375,0.56097561,-0.261696104,1.108878916,0.125
2894,2/5/2011,1661396,MA,VEGETABLE AND MELON FARMING,2,1,0.829496403,-0.857142857,0,-0.6875,-1.048780488,-0.250640421,-0.316563538,0.9375
2895,1/1/2011,1665195,NY,FRUIT AND TREE NUT FARMING,11,1,0.688489209,-0.074534161,0,-0.5,0.268292683,-0.080490764,0.33980673,0
2896,1/7/2011,1633370,MS,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.179136691,0.354037267,0,1.375,0.609756098,-0.158285021,-0.748960705,0
2897,8/30/2013,1708796,WA,FRUIT AND TREE NUT FARMING,0,1,-0.069784173,1.204968944,1,-1,-0.658536585,0.48227046,0.50035638,2.425
2898,8/5/2012,1667502,VA,VEGETABLE AND MELON FARMING,0,1,-0.200719424,-0.161490683,0,0.3125,-1.048780488,-0.175003371,-0.59406168,0
2899,4/1/2011,1653143,AR,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",12,1,0.826618705,0.459627329,0,2.9375,0.926829268,-0.126870702,-0.650241966,0
2900,7/15/2013,1766472,VA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.825179856,-0.161490683,0,-0.0625,-1.243902439,-0.17473372,-0.561907391,0
2901,9/11/2013,1767053,MA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.825179856,-0.863354037,0,-0.9375,-0.682926829,-0.252662802,-0.656630768,0.9375
2902,1/1/2015,1774177,WA,FRUIT AND TREE NUT FARMING,0,1,0.194964029,1.254658385,2,-0.75,-0.853658537,0.525010112,0.984658326,2.775
2903,5/6/2015,1760778,FL,VEGETABLE AND MELON FARMING,0,1,-0.200719424,-0.037267081,0,-0.125,0.317073171,0.186059054,0.55591416,1
2904,4/28/2014,1728844,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.20647482,0.763975155,1,-0.8125,0.219512195,1.464608332,5.018464819,2.1875
2905,5/22/2011,1671043,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.5,-0.229813665,0,0.25,0.12195122,-0.004179587,0.148739363,0
2906,10/25/2013,1764898,NY,FRUIT AND TREE NUT FARMING,0,1,0.826618705,-0.01863354,2,-0.75,0.585365854,-0.073210193,0.209652983,0
2907,1/25/2016,1782490,FL,FRUIT AND TREE NUT FARMING,0,1,-0.194964029,-0.037267081,2,0.1875,-0.463414634,0.184171498,-0.017674549,1
2908,7/8/2012,1663688,AR,OTHER CROP FARMING,0,0,-0.212230216,0.621118012,0,1.3125,1.268292683,-0.124443845,-0.47627429,0
2909,7/16/2012,1664404,OR,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.19352518,1.577639752,0,-0.4375,-0.341463415,0.055952541,-0.517567703,1.9375
2910,9/1/2013,1713756,CA,VEGETABLE AND MELON FARMING,0,1,-0.085611511,0.751552795,2,-0.5625,0.048780488,1.453957126,4.639091119,0.9375
2911,8/31/2013,1763268,FL,OTHER ANIMAL PRODUCTION,0,0,0.829496403,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2912,6/18/2011,1697237,VA,OTHER CROP FARMING,5,0,0.828057554,-0.217391304,0,0.0625,-0.853658537,-0.175138196,-0.433209115,0
2913,11/2/2010,1601031,CA,FRUIT AND TREE NUT FARMING,0,1,-0.212230216,0.658385093,1,-0.75,0.341463415,1.533369287,2.262710518,0.9375
2914,5/1/2011,1693378,KS,OTHER CROP FARMING,6,0,0.829496403,3.080745342,0,1.625,-0.146341463,-0.218012674,0.882231362,0
2915,1/13/2012,1655385,ND,OILSEED AND GRAIN FARMING,0,0,-0.064028777,6.596273292,0,9,-0.853658537,-0.285964676,1.7009864,0
2916,1/13/2012,1689515,SC,FRUIT AND TREE NUT FARMING,2,1,0.412230216,-0.062111801,0,0.125,0.43902439,-0.259134421,-0.600987849,0
2917,2/1/2012,1658051,CA,FRUIT AND TREE NUT FARMING,0,1,-0.18057554,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
2918,1/6/2014,1746552,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,1,0,0.301438849,-0.037267081,0,-0.375,0.43902439,0.177699879,0.066368098,0.85
2919,4/1/2012,1670723,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.03381295,-0.037267081,0,-0.375,0.097560976,0.154914386,0.438698501,0.525
2920,8/20/2013,1724089,NM,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.205035971,9.540372671,0,2.125,2.658536585,-0.29081839,-0.17519908,0.3125
2921,9/15/2012,1737009,NY,FRUIT AND TREE NUT FARMING,0,1,0.828057554,-0.02484472,0,-0.5625,0.56097561,-0.079816637,-0.033520057,0
2922,4/4/2012,1652364,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.216546763,1.968944099,1,0.9375,0.512195122,0.833355804,-0.745164734,0
2923,11/16/2014,1747123,FL,FRUIT AND TREE NUT FARMING,0,1,-0.130215827,-0.037267081,0,-0.375,0.43902439,0.177699879,0.066368098,0.85
2924,1/1/2010,1617776,KY,OTHER CROP FARMING,0,0,0.533093525,-0.260869565,0,0.5,0.682926829,-0.259538897,-0.863060907,0
2925,4/15/2014,1727478,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.200719424,2.01242236,1,0.75,0.365853659,0.878522314,-0.723813574,0
2926,10/23/2011,1708978,MS,VEGETABLE AND MELON FARMING,0,1,0.826618705,0.354037267,0,1.375,0.609756098,-0.158285021,-0.748960705,0
2927,8/14/2015,1768901,NM,VEGETABLE AND MELON FARMING,0,1,-0.220863309,9.583850932,1,0.5,1.170731707,-0.284751247,-0.268330473,0.3125
2928,3/27/2011,1621083,CA,FRUIT AND TREE NUT FARMING,0,1,-0.212230216,0.658385093,1,-0.5625,0.487804878,1.499932587,3.757299607,0.9375
2929,1/24/2012,1643226,FL,OTHER CROP FARMING,0,0,-0.160431655,-0.037267081,0,-0.375,0.097560976,0.154914386,0.438698501,0.525
2930,12/19/2011,1678583,GA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.305755396,0.080745342,0,-0.3125,0.853658537,-0.098557368,-0.142713789,0
2931,2/10/2010,1579955,AZ,VEGETABLE AND MELON FARMING,0,1,-0.150359712,9.180124224,0,-0.3125,0.951219512,-0.26385331,-0.165334998,0
2932,8/21/2010,1667457,CT,OTHER CROP FARMING,0,0,0.826618705,-0.770186335,0,-0.1875,-1.536585366,-0.331670487,-0.024351469,1.25
2933,4/1/2010,1590909,IN,VEGETABLE AND MELON FARMING,0,1,-0.030935252,0.204968944,0,0.5625,0.341463415,-0.201159498,-0.288144407,0
2934,11/12/2012,1733991,AR,SUPPORT ACTIVITIES FOR CROP PRODUCTION,16,0,0.672661871,0.621118012,0,1.3125,1.268292683,-0.124443845,-0.47627429,0
2935,4/20/2013,1708785,NC,VEGETABLE AND MELON FARMING,0,1,0.04676259,-0.236024845,0,-0.5,-0.048780488,0,0.621303938,0
2936,9/3/2012,1668300,CA,FRUIT AND TREE NUT FARMING,0,1,-0.202158273,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
2937,9/1/2013,1709676,SC,VEGETABLE AND MELON FARMING,0,1,-0.107194245,-0.037267081,0,0.375,1.073170732,-0.257381691,-0.352091611,0
2938,2/15/2012,1656086,NV,OTHER CROP FARMING,6,0,-0.085611511,7.565217391,0,0.1875,0.219512195,-0.342591344,-0.433793605,1.25
2939,11/18/2010,1603767,TX,VEGETABLE AND MELON FARMING,0,1,-0.202158273,2.00621118,1,0.6875,0.853658537,0.818255359,-0.638872893,0
2940,5/22/2010,1657059,AL,FRUIT AND TREE NUT FARMING,0,1,0.826618705,-0.118012422,0,1.125,0.56097561,-0.205339086,-0.543663124,0
2941,11/24/2012,1683696,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.101438849,-0.037267081,0,-0.375,0.097560976,0.154914386,0.438698501,0.525
2942,11/20/2013,1765778,MI,VEGETABLE AND MELON FARMING,0,1,0.643884892,-0.093167702,0,0,-0.536585366,-0.083322098,-0.224150988,0.1875
2943,11/6/2011,1674356,VA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.305755396,-0.217391304,0,0.0625,-0.853658537,-0.175138196,-0.433209115,0
2944,6/28/2010,1579622,IL,OILSEED AND GRAIN FARMING,0,0,-0.173381295,0.919254658,1,0.25,-0.195121951,-0.15949845,-0.242099182,1.25
2945,2/14/2013,1748472,TX,OTHER ANIMAL PRODUCTION,0,0,0.828057554,1.97515528,2,0.6875,0.487804878,0.855601995,-0.596501225,0
2946,6/20/2011,1698586,VT,VEGETABLE AND MELON FARMING,0,1,0.829496403,-0.198757764,0,-0.4375,-0.804878049,-0.327221248,0.095062505,1.125
2947,3/24/2011,1615890,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.202158273,2.01863354,1,0.4375,0.609756098,0.813940946,-0.643513257,0
2948,6/26/2010,1659290,NY,FRUIT AND TREE NUT FARMING,0,1,0.829496403,-0.080745342,0,-0.6875,0.268292683,-0.085209653,-0.07036295,0
2949,12/24/2015,1780695,FL,FRUIT AND TREE NUT FARMING,5,1,-0.183453237,-0.037267081,0,-0.125,0.317073171,0.186059054,0.55591416,1
2950,5/1/2015,1772054,AZ,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.013669065,7,1,-0.5625,0.56097561,-0.264662262,0.133601844,1
2951,8/28/2011,1629267,CA,FRUIT AND TREE NUT FARMING,0,1,-0.212230216,0.658385093,1,-0.5625,0.487804878,1.499932587,3.757299607,0.9375
2952,10/28/2015,1780909,AZ,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.002158273,7,1,-0.5625,0.56097561,-0.264662262,0.133601844,1
2953,7/13/2010,1588636,CT,OTHER CROP FARMING,32,0,-0.220863309,-0.770186335,0,-0.1875,-1.536585366,-0.331670487,-0.024351469,1.25
2954,6/1/2013,1705586,IN,VEGETABLE AND MELON FARMING,0,1,-0.092805755,0.273291925,0,0.6875,0.390243902,-0.182688418,1.278792422,0
2955,3/5/2011,1687354,IA,OTHER CROP FARMING,0,0,0.830935252,0.788819876,0,1.875,-1.097560976,-0.137117433,1.507526077,0
2956,12/20/2014,1751217,FL,FRUIT AND TREE NUT FARMING,1,1,-0.151798561,-0.037267081,0,-0.375,0.43902439,0.177699879,0.066368098,0.85
2957,5/20/2015,1762795,MS,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.197841727,0.546583851,0,2.1875,1.024390244,-0.157745719,-0.575400037,0
2958,7/27/2014,1737091,OR,SUPPORT ACTIVITIES FOR FORESTRY,0,0,-0.170503597,1.664596273,0,0.375,-0.12195122,0.055548065,-0.586234802,2.3125
2959,3/28/2012,1655491,GA,VEGETABLE AND MELON FARMING,0,1,-0.157553957,0.130434783,0,-0.5,0.780487805,-0.100175273,0.602454487,0
2960,1/3/2011,1609263,OR,VEGETABLE AND MELON FARMING,0,1,-0.085611511,1.366459627,0,0.0625,-0.12195122,0.040582446,-0.514850873,1.5625
2961,10/1/2010,1661774,TN,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.828057554,-0.416149068,0,1.3125,0.43902439,-0.283807469,-0.8612151,0
2962,6/7/2014,1731884,NM,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.212230216,9.583850932,0,2.125,1.243902439,-0.287987057,0.06069433,0.3125
2963,2/29/2016,1788891,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.169064748,2.055900621,7,0.6875,-0.268292683,0.907240124,-0.852119216,0
2964,11/1/2010,1612500,FL,VEGETABLE AND MELON FARMING,0,1,-0.028057554,-0.068322981,0,-0.1875,0.268292683,0.15626264,0.168413635,0
2965,8/22/2013,1704926,NJ,VEGETABLE AND MELON FARMING,0,1,-0.215107914,-0.788819876,0,-0.4375,-1.219512195,-0.261965754,-0.200753863,0
2966,10/11/2012,1739383,VA,FRUIT AND TREE NUT FARMING,0,1,0.826618705,-0.161490683,0,0.3125,-1.048780488,-0.175003371,-0.59406168,0
2967,5/15/2011,1621398,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.192086331,0.658385093,1,-0.5625,0.487804878,1.499932587,3.757299607,0.9375
2968,3/13/2013,1709242,KY,OTHER CROP FARMING,3,0,0.138848921,-0.223602484,0,0.875,1.731707317,-0.250640421,-0.142050957,0
2969,12/1/2010,1603979,TX,VEGETABLE AND MELON FARMING,0,1,-0.207913669,2.00621118,1,0.6875,0.853658537,0.818255359,-0.638872893,0
2970,7/20/2014,1792500,NY,FRUIT AND TREE NUT FARMING,0,1,0.825179856,-0.02484472,2,-0.3125,-0.219512195,-0.075771875,0.08672564,0.9375
2971,1/5/2014,1733014,NY,FRUIT AND TREE NUT FARMING,0,1,0.182014388,-0.02484472,2,-0.3125,-0.219512195,-0.075771875,0.08672564,0.9375
2972,8/11/2012,1735908,NY,FRUIT AND TREE NUT FARMING,0,1,0.826618705,-0.02484472,0,-0.5625,0.56097561,-0.079816637,-0.033520057,0
2973,11/26/2013,1714265,FL,VEGETABLE AND MELON FARMING,0,1,-0.196402878,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2974,6/5/2011,1621964,CA,FRUIT AND TREE NUT FARMING,0,1,-0.212230216,0.658385093,1,-0.5625,0.487804878,1.499932587,3.757299607,0.9375
2975,11/6/2012,1744496,AL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.828057554,0,0,0.625,0.317073171,-0.212619658,-0.616502693,0
2976,10/30/2011,1708983,MS,VEGETABLE AND MELON FARMING,0,1,0.816546763,0.354037267,0,1.375,0.609756098,-0.158285021,-0.748960705,0
2977,6/12/2014,1798086,TN,FRUIT AND TREE NUT FARMING,1,1,0.825179856,-0.273291925,0,0.9375,0.585365854,-0.279223406,-0.857356025,0
2978,10/1/2012,1741683,NC,VEGETABLE AND MELON FARMING,0,1,0.828057554,-0.236024845,0,0.125,0.56097561,-0.001213429,0.536030566,0
2979,7/1/2012,1728555,VA,VEGETABLE AND MELON FARMING,2,1,0.826618705,-0.161490683,0,0.3125,-1.048780488,-0.175003371,-0.59406168,0
2980,8/21/2013,1768334,MI,OTHER CROP FARMING,0,0,0.828057554,-0.093167702,0,0,-0.536585366,-0.083322098,-0.224150988,0.1875
2981,10/3/2011,1643001,TX,HOG AND PIG FARMING,51,0,-0.05971223,2.01863354,1,0.4375,0.609756098,0.813940946,-0.643513257,0
2982,1/12/2012,1643844,TX,VEGETABLE AND MELON FARMING,0,1,-0.202158273,1.968944099,1,0.9375,0.512195122,0.833355804,-0.745164734,0
2983,7/1/2014,1773623,FL,FRUIT AND TREE NUT FARMING,0,1,0.445323741,-0.037267081,0,-0.375,0.43902439,0.177699879,0.066368098,0.85
2984,3/15/2011,1619687,NY,FRUIT AND TREE NUT FARMING,0,1,-0.089928058,-0.074534161,0,-0.5,0.268292683,-0.080490764,0.33980673,0
2985,7/19/2015,1763494,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.202158273,0.763975155,3,-0.6875,-0.243902439,1.424295537,4.36318482,2.1875
2986,10/7/2013,1770958,PA,FRUIT AND TREE NUT FARMING,0,1,0.828057554,-0.472049689,0,-0.0625,-0.902439024,-0.152217878,-0.106063737,0
2987,1/1/2015,1772640,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.302877698,-0.223602484,0,0.0625,0.097560976,0.01348254,0.382646943,0
2988,12/1/2014,1751941,FL,FRUIT AND TREE NUT FARMING,0,1,-0.141726619,-0.037267081,0,-0.375,0.43902439,0.177699879,0.066368098,0.85
2989,7/12/2010,1593345,CA,FRUIT AND TREE NUT FARMING,0,1,-0.161870504,0.658385093,1,-0.75,0.341463415,1.533369287,2.262710518,0.9375
2990,4/9/2010,1580759,TX,OTHER CROP FARMING,0,0,-0.192086331,2.00621118,1,0.6875,0.853658537,0.818255359,-0.638872893,0
2991,6/16/2012,1661158,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.18057554,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
2992,11/20/2010,1676214,CT,FRUIT AND TREE NUT FARMING,0,1,0.826618705,-0.770186335,0,-0.1875,-1.536585366,-0.331670487,-0.024351469,1.25
2993,1/1/2011,1621589,NC,OTHER CROP FARMING,0,0,0.035251799,-0.229813665,0,0.25,0.12195122,-0.004179587,0.148739363,0
2994,6/8/2011,1621746,SC,VEGETABLE AND MELON FARMING,0,1,-0.220863309,-0.130434783,0,0.75,1,-0.25535931,-0.67017743,0
2995,10/15/2012,1677943,FL,FRUIT AND TREE NUT FARMING,0,1,-0.148920863,-0.037267081,0,-0.375,0.097560976,0.154914386,0.438698501,0.525
2996,7/10/2013,1729724,FL,OTHER CROP FARMING,0,0,0.184892086,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
2997,12/1/2015,1782382,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.133093525,-0.037267081,0,-0.125,0.317073171,0.186059054,0.55591416,1
2998,2/22/2016,1786365,CA,FRUIT AND TREE NUT FARMING,0,1,-0.199280576,0.776397516,7,-0.6875,-0.243902439,1.409734394,3.959554625,3.4375
2999,3/30/2014,1787039,TX,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.829496403,2.01242236,1,0.75,0.365853659,0.878522314,-0.723813574,0
3000,6/7/2011,1621747,SC,VEGETABLE AND MELON FARMING,0,1,-0.21942446,-0.130434783,0,0.75,1,-0.25535931,-0.67017743,0
3001,11/10/2012,1675757,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.177697842,-0.236024845,0,0.125,0.56097561,-0.001213429,0.536030566,0
3002,11/15/2010,1611574,FL,FRUIT AND TREE NUT FARMING,0,1,-0.05971223,-0.068322981,0,-0.1875,0.268292683,0.15626264,0.168413635,0
3003,6/1/2013,1704547,MO,OILSEED AND GRAIN FARMING,0,0,-0.089928058,0.49689441,1,0.625,0.634146341,-0.194553054,-0.261770093,0.125
3004,4/2/2015,1769175,NC,OTHER CROP FARMING,2,0,-0.017985612,-0.223602484,0,0.0625,0.097560976,0.01348254,0.382646943,0
3005,6/8/2011,1621749,SC,VEGETABLE AND MELON FARMING,0,1,-0.220863309,-0.130434783,0,0.75,1,-0.25535931,-0.67017743,0
3006,5/10/2010,1585243,NC,OTHER CROP FARMING,0,0,-0.176258993,-0.242236025,0,0.125,0.609756098,-0.011999461,0.359502268,0
3007,8/1/2011,1626423,ME,FRUIT AND TREE NUT FARMING,0,1,-0.21942446,-0.242236025,0,0.5625,-0.365853659,-0.235539976,-0.122440973,0.3125
3008,4/9/2010,1580760,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.192086331,2.00621118,1,0.6875,0.853658537,0.818255359,-0.638872893,0
3009,4/16/2010,1580761,TX,OTHER CROP FARMING,0,0,-0.202158273,2.00621118,1,0.6875,0.853658537,0.818255359,-0.638872893,0
3010,5/21/2012,1658238,CA,FRUIT AND TREE NUT FARMING,0,1,-0.174820144,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
3011,8/21/2010,1665210,CT,OTHER CROP FARMING,0,0,0.826618705,-0.770186335,0,-0.1875,-1.536585366,-0.331670487,-0.024351469,1.25
3012,1/31/2011,1628029,OH,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,0.061151079,-0.130434783,0,-0.125,0.048780488,-0.229203182,0.117756269,0.1875
3013,2/24/2010,1646134,CA,OTHER CROP FARMING,0,0,0.81942446,0.658385093,1,-0.75,0.341463415,1.533369287,2.262710518,0.9375
3014,12/26/2011,1644031,FL,VEGETABLE AND MELON FARMING,0,1,-0.127338129,-0.068322981,0,-0.25,0,0.154644735,0.134413218,0
3015,6/20/2010,1592384,AL,VEGETABLE AND MELON FARMING,0,1,-0.137410072,-0.118012422,0,1.125,0.56097561,-0.205339086,-0.543663124,0
3016,2/16/2010,1619815,TX,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.828057554,2.00621118,1,0.6875,0.853658537,0.818255359,-0.638872893,0
3017,1/24/2010,1575669,CA,OTHER CROP FARMING,0,0,-0.171942446,0.658385093,1,-0.75,0.341463415,1.533369287,2.262710518,0.9375
3018,10/30/2010,1670175,LA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.829496403,0.403726708,0,1.8125,1.609756098,-0.186059054,-0.30339627,0
3019,6/30/2010,1659664,WI,CATTLE RANCHING AND FARMING,0,1,0.829496403,-0.068322981,0,0.0625,-1.170731707,-0.118241877,-0.408044512,0
3020,7/30/2012,1735890,FL,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",0,1,0.817985612,-0.037267081,0,-0.375,0.097560976,0.154914386,0.438698501,0.525
3021,4/25/2011,1692471,VT,POULTRY AND EGG PRODUCTION,0,0,0.829496403,-0.198757764,0,-0.4375,-0.804878049,-0.327221248,0.095062505,1.125
3022,7/10/2012,1664214,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.192086331,-0.037267081,0,-0.375,0.097560976,0.154914386,0.438698501,0.525
3023,1/1/2015,1758186,CA,OTHER ANIMAL PRODUCTION,0,0,-0.053956835,0.763975155,3,-0.6875,-0.243902439,1.424295537,4.36318482,2.1875
3024,3/1/2011,1622992,SC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.056834532,-0.130434783,0,0.75,1,-0.25535931,-0.67017743,0
3025,1/29/2013,1751334,FL,FRUIT AND TREE NUT FARMING,0,1,0.828057554,-0.043478261,0,-0.3125,-0.024390244,0.16799245,0.050390077,0.675
3026,5/30/2012,1661360,TX,FRUIT AND TREE NUT FARMING,0,1,-0.192086331,1.968944099,1,0.9375,0.512195122,0.833355804,-0.745164734,0
3027,10/8/2013,1770981,PA,FRUIT AND TREE NUT FARMING,0,1,0.828057554,-0.472049689,0,-0.0625,-0.902439024,-0.152217878,-0.106063737,0
3028,10/10/2010,1671579,PA,FRUIT AND TREE NUT FARMING,0,1,0.829496403,-0.51552795,0,0.4375,-0.658536585,-0.164621815,-0.459041628,0
3029,2/23/2010,1647241,CA,FRUIT AND TREE NUT FARMING,0,1,0.828057554,0.658385093,1,-0.75,0.341463415,1.533369287,2.262710518,0.9375
3030,4/1/2013,1696593,CA,CATTLE RANCHING AND FARMING,0,1,0.770503597,0.751552795,2,-0.5625,0.048780488,1.453957126,4.639091119,0.9375
3031,9/8/2011,1697127,NY,FRUIT AND TREE NUT FARMING,0,1,0.830935252,-0.074534161,0,-0.5,0.268292683,-0.080490764,0.33980673,0
3032,4/30/2012,1657644,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,0,0,-0.190647482,0.763975155,1,-0.625,0.243902439,1.479169476,3.954912699,0.9375
