,findings_start_date,case_id,st_cd,industry,Length_alleged_violtn,Number_farm,Avg_farm_size,Num_task_forces,Fatal_rate,poverty_rate,num_establishments_Fewer_20employees,Avg_net_farm_income,labor_intensity,min_wage_federal,min_wage_min,min_wage_max,h2a_violtn_cnt
0,2012-05-14,1658229,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,20.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,0,7.67,7.67,7.67,0
1,2012-06-01,1658453,MS,SUPPORT ACTIVITIES FOR CROP PRODUCTION,18.0,42300.0,286.0,0.0,5.5,22.0,1622.0,27768.486997635933,0,7.25,7.25,7.25,0
2,2015-08-11,1799179,DE,VEGETABLE AND MELON FARMING,366.0,2500.0,200.0,0.0,1.9,11.1,164.0,164736.8,1,8.25,8.25,8.25,0
3,2014-09-23,1802624,ID,FRUIT AND TREE NUT FARMING,730.0,24400.0,484.0,0.0,4.7,12.4,1839.0,82798.31967213114,1,7.25,7.25,7.25,0
4,2014-06-27,1794945,MD,LOGGING,729.0,12300.0,165.0,0.0,2.6,9.8,527.0,51810.243902439026,0,7.25,7.25,7.25,0
5,2015-10-01,1802853,FL,OTHER CROP FARMING,367.0,47300.0,200.0,0.0,3.1,16.2,4183.0,65942.32558139536,0,8.05,8.05,8.05,2
6,2010-08-23,1662834,NY,FRUIT AND TREE NUT FARMING,730.0,36300.0,193.0,0.0,2.2,16.0,2171.0,41260.330578512396,1,7.25,7.25,7.25,0
7,2014-01-07,1716192,FL,FRUIT AND TREE NUT FARMING,17.0,47600.0,200.0,0.0,2.7,16.7,4121.0,46648.991596638654,1,7.93,7.93,7.93,0
8,2014-05-21,1770830,NY,OILSEED AND GRAIN FARMING,529.0,35500.0,202.0,2.0,2.8,14.0,2241.0,47451.295774647886,0,8.0,8.0,8.0,9
9,2013-07-05,1774770,KY,OTHER CROP FARMING,893.0,76500.0,170.0,0.0,4.7,22.0,944.0,38435.05882352941,0,7.25,7.25,7.25,0
10,2014-05-01,1762079,MS,FRUIT AND TREE NUT FARMING,406.0,37100.0,294.0,0.0,7.1,22.1,1598.0,40316.63072776281,1,7.25,7.25,7.25,7
11,2012-09-02,1668303,CA,FRUIT AND TREE NUT FARMING,6.0,80500.0,329.0,1.0,2.3,15.9,13774.0,199899.1055900621,1,8.0,8.0,8.0,0
12,2010-10-04,1670878,PA,FRUIT AND TREE NUT FARMING,730.0,63200.0,123.0,0.0,4.0,12.2,1582.0,25942.246835443035,1,7.25,7.25,7.25,0
13,2012-08-11,1737805,WY,CATTLE RANCHING AND FARMING,729.0,10800.0,2598.0,0.0,12.2,9.6,451.0,13691.481481481482,1,7.25,5.15,5.15,0
14,2014-05-01,1737826,NM,SUPPORT ACTIVITIES FOR CROP PRODUCTION,104.0,24700.0,1749.0,0.0,6.7,20.0,667.0,46425.38461538462,0,7.5,7.5,7.5,0
15,2014-06-27,1736948,TN,VEGETABLE AND MELON FARMING,30.0,67300.0,162.0,0.0,4.8,17.3,732.0,10244.41307578009,1,7.25,7.25,7.25,0
16,2014-02-16,1720667,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,6.0,76400.0,329.0,1.0,2.0,15.8,13666.0,241814.39790575916,0,9.0,9.0,9.0,0
17,2010-10-17,1613198,FL,VEGETABLE AND MELON FARMING,146.0,47500.0,195.0,0.0,3.0,16.0,3962.0,50670.673684210524,1,7.25,7.25,7.25,0
18,2013-02-13,1694137,TX,VEGETABLE AND MELON FARMING,83.0,248500.0,524.0,2.0,4.4,16.9,9149.0,20524.87323943662,1,7.25,7.25,7.25,0
19,2011-05-01,1628421,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,113.0,81500.0,312.0,1.0,2.4,16.9,13928.0,192111.0429447853,0,8.0,8.0,8.0,0
20,2011-03-10,1625990,SD,POULTRY AND EGG PRODUCTION,147.0,31300.0,1395.0,0.0,6.7,14.5,590.0,144988.43450479233,0,7.25,7.25,7.25,40
21,2014-01-01,1735819,TN,VEGETABLE AND MELON FARMING,209.0,67300.0,162.0,0.0,4.8,17.3,732.0,10244.41307578009,1,7.25,7.25,7.25,0
22,2012-07-29,1735823,TN,OTHER CROP FARMING,729.0,76000.0,160.0,0.0,3.8,18.6,673.0,11381.763157894737,0,7.25,7.25,7.25,0
23,2013-02-12,1684952,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,1.0,77900.0,327.0,2.0,2.4,15.1,13587.0,226863.0295250321,0,8.0,8.0,8.0,0
24,2013-03-01,1703946,OH,VEGETABLE AND MELON FARMING,162.0,75000.0,187.0,0.0,3.0,14.9,1254.0,44225.973333333335,1,7.85,7.85,7.85,0
25,2011-06-07,1621650,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,2.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,0,7.25,7.25,7.25,0
26,2011-08-01,1627317,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,14.0,245000.0,531.0,1.0,4.0,17.4,8840.0,18672.097959183673,0,7.25,7.25,7.25,0
27,2011-07-21,1698163,NE,OTHER CROP FARMING,703.0,46800.0,972.0,0.0,3.9,10.2,1598.0,160079.67948717947,0,7.25,7.25,7.25,0
28,2011-09-01,1634947,UT,FRUIT AND TREE NUT FARMING,65.0,16600.0,669.0,0.0,3.3,11.0,322.0,29796.68674698795,1,7.25,7.25,7.25,0
29,2012-12-02,1744581,NY,POULTRY AND EGG PRODUCTION,729.0,36000.0,202.0,0.0,2.4,17.2,2211.0,42712.333333333336,0,7.25,7.25,7.25,0
30,2012-01-04,1643871,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,21.0,244700.0,523.0,1.0,4.8,17.0,8984.0,14665.946056395587,0,7.25,7.25,7.25,0
31,2015-06-22,1768722,CA,VEGETABLE AND MELON FARMING,51.0,77400.0,329.0,3.0,2.2,13.9,13367.0,215989.37984496122,1,9.0,9.0,9.0,0
32,2010-07-29,1592181,ME,FRUIT AND TREE NUT FARMING,13.0,8100.0,167.0,0.0,3.3,12.6,1020.0,42340.0,1,7.5,7.5,7.5,0
33,2011-04-16,1616140,TX,VEGETABLE AND MELON FARMING,0.0,245000.0,531.0,1.0,4.0,17.4,8840.0,18672.097959183673,1,7.25,7.25,7.25,0
34,2010-06-03,1655342,AL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,729.0,48500.0,187.0,0.0,5.1,17.2,1280.0,22607.257731958765,0,7.25,7.25,7.25,0
35,2010-11-11,1603186,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,19.0,247500.0,529.0,1.0,4.4,18.4,8872.0,18854.977777777778,0,7.25,7.25,7.25,0
36,2014-07-01,1735881,GA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,21.0,41100.0,229.0,0.0,3.6,16.8,2128.0,57405.40145985401,0,7.25,5.15,5.15,0
37,2014-05-05,1738175,IN,VEGETABLE AND MELON FARMING,107.0,58200.0,253.0,0.0,4.4,14.6,1495.0,48919.48453608247,1,7.25,7.25,7.25,0
38,2013-09-03,1708281,VA,FRUIT AND TREE NUT FARMING,53.0,46000.0,180.0,0.0,3.2,9.8,1507.0,21888.239130434784,1,7.25,7.25,7.25,0
39,2014-06-09,1735343,MO,VEGETABLE AND MELON FARMING,38.0,97700.0,290.0,1.0,3.9,10.4,1384.0,35300.77789150461,1,7.5,7.5,7.5,0
40,2011-05-18,1657260,AK,SUPPORT ACTIVITIES FOR FORESTRY,365.0,680.0,1294.0,0.0,11.1,11.7,175.0,-18911.764705882353,0,7.75,7.75,7.75,0
41,2013-08-21,1704927,NJ,VEGETABLE AND MELON FARMING,6.0,9100.0,79.0,0.0,2.6,9.9,860.0,36121.53846153846,1,7.25,7.25,7.25,0
42,2012-11-05,1689982,GA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,171.0,47000.0,227.0,0.0,2.5,18.1,2060.0,67776.51063829788,0,7.25,5.15,5.15,6
43,2010-10-21,1671332,TN,SUPPORT ACTIVITIES FOR CROP PRODUCTION,736.0,78300.0,139.0,0.0,5.4,16.7,698.0,10092.324393358876,0,7.25,7.25,7.25,0
44,2013-08-22,1725235,FL,FISHING,302.0,47700.0,199.0,0.0,2.8,14.8,4049.0,46019.28721174004,0,7.79,7.79,7.79,0
45,2011-05-31,1695408,VA,FISHING,722.0,46400.0,171.0,0.0,3.4,11.4,1504.0,26960.32327586207,0,7.25,7.25,7.25,0
46,2010-03-01,1624639,AL,VEGETABLE AND MELON FARMING,494.0,48500.0,187.0,0.0,5.1,17.2,1280.0,22607.257731958765,1,7.25,7.25,7.25,0
47,2012-03-15,1722071,AL,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",728.0,46500.0,206.0,0.0,4.3,16.2,1226.0,19736.602150537634,1,7.25,7.25,7.25,2
48,2013-03-18,1745990,LA,OTHER CROP FARMING,621.0,27300.0,288.0,0.0,6.3,21.2,1372.0,57824.83516483517,0,7.25,7.25,7.25,7
49,2011-06-03,1623793,TX,VEGETABLE AND MELON FARMING,13.0,245000.0,531.0,1.0,4.0,17.4,8840.0,18672.097959183673,1,7.25,7.25,7.25,0
50,2010-11-01,1609787,FL,SUPPORT ACTIVITIES FOR FORESTRY,105.0,47500.0,195.0,0.0,3.0,16.0,3962.0,50670.673684210524,0,7.25,7.25,7.25,0
51,2010-10-09,1613201,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,154.0,47500.0,195.0,0.0,3.0,16.0,3962.0,50670.673684210524,0,7.25,7.25,7.25,0
52,2011-06-01,1624029,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,30.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,0,7.25,7.25,7.25,0
53,2011-08-01,1665196,NY,FRUIT AND TREE NUT FARMING,406.0,36000.0,194.0,0.0,2.5,16.0,2206.0,57425.38888888889,1,7.25,7.25,7.25,21
54,2011-04-10,1690882,FL,FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS,729.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,0,7.25,7.25,7.25,0
55,2010-05-22,1657061,AL,FRUIT AND TREE NUT FARMING,730.0,48500.0,187.0,0.0,5.1,17.2,1280.0,22607.257731958765,1,7.25,7.25,7.25,0
56,2015-05-11,1762187,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,21.0,47300.0,200.0,0.0,3.1,16.2,4183.0,65942.32558139536,0,8.05,8.05,8.05,0
57,2015-05-11,1762188,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,22.0,47300.0,200.0,0.0,3.1,16.2,4183.0,65942.32558139536,0,8.05,8.05,8.05,0
58,2013-01-01,1735854,TN,VEGETABLE AND MELON FARMING,569.0,68000.0,160.0,0.0,3.6,15.5,694.0,20764.63235294118,1,7.25,7.25,7.25,0
59,2011-07-13,1626653,FL,VEGETABLE AND MELON FARMING,83.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,1,7.25,7.25,7.25,0
60,2013-05-15,1699809,AL,VEGETABLE AND MELON FARMING,56.0,43500.0,207.0,0.0,4.0,18.5,1243.0,43587.65517241379,1,7.25,7.25,7.25,0
61,2013-07-16,1761460,KY,OTHER CROP FARMING,729.0,76500.0,170.0,0.0,4.7,22.0,944.0,38435.05882352941,0,7.25,7.25,7.25,2
62,2011-12-01,1647253,CA,FRUIT AND TREE NUT FARMING,83.0,81500.0,312.0,1.0,2.4,16.9,13928.0,192111.0429447853,1,8.0,8.0,8.0,0
63,2011-07-19,1701524,TN,SUPPORT ACTIVITIES FOR CROP PRODUCTION,730.0,77300.0,140.0,0.0,4.5,16.3,664.0,15200.168175937904,0,7.25,7.25,7.25,0
64,2010-08-10,1591994,MI,VEGETABLE AND MELON FARMING,13.0,54900.0,182.0,0.0,3.6,15.7,2087.0,29316.86703096539,1,7.4,7.4,7.4,0
65,2011-06-20,1626244,CA,OTHER CROP FARMING,27.0,81500.0,312.0,1.0,2.4,16.9,13928.0,192111.0429447853,0,8.0,8.0,8.0,0
66,2015-01-28,1751658,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,37.0,47300.0,200.0,0.0,3.1,16.2,4183.0,65942.32558139536,0,8.05,8.05,8.05,0
67,2012-02-03,1718371,GA,POULTRY AND EGG PRODUCTION,729.0,47000.0,227.0,0.0,2.5,18.1,2060.0,67776.51063829788,0,7.25,5.15,5.15,0
68,2011-06-22,1623232,WA,FRUIT AND TREE NUT FARMING,3.0,39500.0,375.0,0.0,1.9,12.5,6500.0,86004.25316455695,1,8.67,8.67,8.67,0
69,2013-12-01,1718553,CA,FRUIT AND TREE NUT FARMING,62.0,77900.0,327.0,2.0,2.4,15.1,13587.0,226863.0295250321,1,8.0,8.0,8.0,0
70,2012-06-20,1693963,NC,VEGETABLE AND MELON FARMING,364.0,50000.0,168.0,0.0,3.5,17.2,2794.0,65158.7,1,7.25,7.25,7.25,0
71,2010-05-28,1586072,SC,VEGETABLE AND MELON FARMING,55.0,27000.0,183.0,0.0,3.6,16.9,934.0,24170.222222222223,1,7.25,7.25,7.25,0
72,2013-09-01,1691341,UT,SHEEP AND GOAT FARMING,14.0,18200.0,604.0,0.0,2.9,12.2,353.0,29740.824175824175,1,7.25,7.25,7.25,0
73,2013-05-01,1740377,UT,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",516.0,18200.0,604.0,0.0,2.9,12.2,353.0,29740.824175824175,1,7.25,7.25,7.25,0
74,2012-08-19,1668299,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,20.0,80500.0,329.0,1.0,2.3,15.9,13774.0,199899.1055900621,0,8.0,8.0,8.0,0
75,2010-05-01,1621716,WA,FRUIT AND TREE NUT FARMING,456.0,39500.0,375.0,0.0,3.4,11.6,6645.0,50105.898734177215,1,8.55,8.55,8.55,668
76,2014-12-01,1750036,FL,FRUIT AND TREE NUT FARMING,71.0,47600.0,200.0,0.0,2.7,16.7,4121.0,46648.991596638654,1,7.93,7.93,7.93,0
77,2012-02-01,1655046,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,90.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,0,7.67,7.67,7.67,0
78,2012-04-25,1655234,MS,SUPPORT ACTIVITIES FOR CROP PRODUCTION,10.0,42300.0,286.0,0.0,5.5,22.0,1622.0,27768.486997635933,0,7.25,7.25,7.25,0
79,2011-08-25,1673356,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,70.0,245000.0,531.0,1.0,4.0,17.4,8840.0,18672.097959183673,0,7.25,7.25,7.25,0
80,2011-06-01,1689790,NJ,OTHER CROP FARMING,727.0,10300.0,71.0,0.0,2.6,11.4,937.0,45237.57281553398,0,7.25,7.25,7.25,0
81,2013-06-23,1699353,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,34.0,47700.0,199.0,0.0,2.8,14.8,4049.0,46019.28721174004,0,7.79,7.79,7.79,0
82,2012-04-02,1693615,NY,OTHER CROP FARMING,516.0,36000.0,202.0,0.0,2.4,17.2,2211.0,42712.333333333336,0,7.25,7.25,7.25,112
83,2011-08-01,1626565,ME,FRUIT AND TREE NUT FARMING,18.0,8100.0,167.0,0.0,4.2,13.4,1056.0,39207.9012345679,1,7.5,7.5,7.5,0
84,2011-02-01,1682197,CO,SHEEP AND GOAT FARMING,730.0,36700.0,853.0,0.0,3.9,13.2,1262.0,50053.16076294278,1,7.36,7.36,7.36,15
85,2012-07-19,1666856,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,33.0,244700.0,523.0,1.0,4.8,17.0,8984.0,14665.946056395587,0,7.25,7.25,7.25,0
86,2012-01-01,1667176,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,242.0,50000.0,168.0,0.0,3.5,17.2,2794.0,65158.7,0,7.25,7.25,7.25,0
87,2010-05-16,1656961,SD,CATTLE RANCHING AND FARMING,730.0,31800.0,1387.0,0.0,8.8,13.6,567.0,67246.25786163521,1,7.25,7.25,7.25,83
88,2011-03-21,1624500,NV,OTHER CROP FARMING,121.0,2950.0,1983.0,0.0,3.1,15.5,251.0,79785.42372881355,0,8.25,7.25,8.25,4
89,2014-05-28,1730680,NJ,SUPPORT ACTIVITIES FOR CROP PRODUCTION,20.0,9100.0,79.0,0.0,2.1,11.3,857.0,23113.296703296706,0,8.25,8.25,8.25,0
90,2012-01-10,1644141,TX,TIMBER TRACT OPERATIONS,23.0,244700.0,523.0,1.0,4.8,17.0,8984.0,14665.946056395587,0,7.25,7.25,7.25,0
91,2011-07-21,1702442,DE,VEGETABLE AND MELON FARMING,727.0,2500.0,196.0,0.0,2.6,13.7,152.0,151006.8,1,7.25,7.25,7.25,0
92,2013-01-11,1700588,NJ,FRUIT AND TREE NUT FARMING,187.0,9100.0,79.0,0.0,2.6,9.9,860.0,36121.53846153846,1,7.25,7.25,7.25,0
93,2011-08-01,1626679,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,4.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,0,7.25,7.25,7.25,0
94,2011-05-18,1657256,AK,SUPPORT ACTIVITIES FOR FORESTRY,365.0,680.0,1294.0,0.0,11.1,11.7,175.0,-18911.764705882353,0,7.75,7.75,7.75,0
95,2012-06-04,1660416,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,60.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,0,7.67,7.67,7.67,0
96,2012-06-04,1660841,FL,VEGETABLE AND MELON FARMING,60.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,1,7.67,7.67,7.67,0
97,2012-06-09,1661141,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,35.0,80500.0,329.0,1.0,2.3,15.9,13774.0,199899.1055900621,0,8.0,8.0,8.0,0
98,2011-06-01,1629170,CO,VEGETABLE AND MELON FARMING,98.0,36700.0,853.0,0.0,3.9,13.2,1262.0,50053.16076294278,1,7.36,7.36,7.36,0
99,2010-07-12,1593355,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,41.0,81700.0,312.0,1.0,2.1,16.3,14176.0,133208.29865361078,0,8.0,8.0,8.0,0
100,2010-06-11,1656292,NY,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",728.0,36300.0,193.0,0.0,2.2,16.0,2171.0,41260.330578512396,1,7.25,7.25,7.25,19
101,2012-07-04,1660562,IL,OILSEED AND GRAIN FARMING,7.0,74300.0,358.0,1.0,2.5,12.6,1770.0,45030.09421265141,0,8.25,8.25,8.25,0
102,2012-06-05,1659331,NM,VEGETABLE AND MELON FARMING,6.0,23800.0,1749.0,0.0,4.8,20.4,630.0,43460.50420168067,1,7.5,7.5,7.5,0
103,2013-02-01,1695286,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,82.0,50000.0,168.0,0.0,2.5,14.7,2803.0,68519.38,0,7.25,7.25,7.25,0
104,2011-11-01,1643400,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,169.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,0,7.25,7.25,7.25,0
105,2012-02-01,1718374,GA,POULTRY AND EGG PRODUCTION,729.0,47000.0,227.0,0.0,2.5,18.1,2060.0,67776.51063829788,0,7.25,5.15,5.15,0
106,2013-12-29,1770963,PA,OTHER CROP FARMING,729.0,59300.0,130.0,0.0,3.2,11.2,1674.0,39853.3389544688,0,7.25,7.25,7.25,0
107,2010-05-14,1584553,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,25.0,247500.0,529.0,1.0,4.4,18.4,8872.0,18854.977777777778,0,7.25,7.25,7.25,0
108,2012-06-05,1695606,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,421.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,0,7.67,7.67,7.67,3
109,2010-10-11,1706229,LA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",730.0,30000.0,271.0,0.0,6.2,21.5,1423.0,32076.333333333332,1,7.25,7.25,7.25,4
110,2010-10-11,1706232,LA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",730.0,30000.0,271.0,0.0,6.2,21.5,1423.0,32076.333333333332,1,7.25,7.25,7.25,35
111,2011-06-20,1709229,KY,OTHER CROP FARMING,861.0,85300.0,164.0,0.0,5.4,16.0,871.0,17799.648300117235,0,7.25,7.25,7.25,8
112,2011-06-20,1709233,KY,OTHER CROP FARMING,865.0,85300.0,164.0,0.0,5.4,16.0,871.0,17799.648300117235,0,7.25,7.25,7.25,17
113,2011-11-19,1643695,FL,OTHER CROP FARMING,76.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,0,7.25,7.25,7.25,0
114,2012-07-22,1663488,WA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,31.0,39300.0,394.0,0.0,2.2,11.6,6413.0,60329.21119592876,0,9.04,9.04,9.04,0
115,2012-07-22,1663516,WA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,33.0,39300.0,394.0,0.0,2.2,11.6,6413.0,60329.21119592876,0,9.04,9.04,9.04,0
116,2012-03-20,1663635,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,133.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,0,7.67,7.67,7.67,0
117,2012-06-01,1666330,FL,VEGETABLE AND MELON FARMING,63.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,1,7.67,7.67,7.67,0
118,2013-05-20,1696196,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,13.0,77900.0,327.0,2.0,2.4,15.1,13587.0,226863.0295250321,0,8.0,8.0,8.0,0
119,2013-01-01,1698282,OR,SUPPORT ACTIVITIES FOR CROP PRODUCTION,264.0,35000.0,471.0,0.0,2.9,14.0,3163.0,27610.942857142854,0,8.95,8.95,8.95,0
120,2013-10-28,1768314,VA,"GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION",730.0,46000.0,180.0,0.0,3.2,9.8,1507.0,21888.239130434784,1,7.25,7.25,7.25,0
121,2011-06-07,1621648,GA,FRUIT AND TREE NUT FARMING,2.0,47000.0,219.0,0.0,2.8,18.4,2072.0,38408.93617021277,1,7.25,5.15,5.15,0
122,2012-12-17,1689724,GA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,73.0,47000.0,227.0,0.0,2.5,18.1,2060.0,67776.51063829788,0,7.25,5.15,5.15,0
123,2012-10-01,1680996,FL,FRUIT AND TREE NUT FARMING,107.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,1,7.67,7.67,7.67,0
124,2010-10-16,1668906,NY,FRUIT AND TREE NUT FARMING,727.0,36300.0,193.0,0.0,2.2,16.0,2171.0,41260.330578512396,1,7.25,7.25,7.25,0
125,2014-09-01,1742015,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,154.0,245500.0,530.0,1.0,4.5,16.4,9319.0,15507.409368635437,0,7.25,7.25,7.25,0
126,2013-06-30,1765250,OH,OTHER CROP FARMING,727.0,75000.0,187.0,0.0,3.0,14.9,1254.0,44225.973333333335,0,7.85,7.85,7.85,0
127,2012-11-01,1684693,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,108.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,0,7.67,7.67,7.67,0
128,2013-10-12,1771591,NY,FRUIT AND TREE NUT FARMING,727.0,35500.0,203.0,2.0,2.1,17.3,2260.0,52295.94366197183,1,7.25,7.25,7.25,0
129,2013-06-04,1700109,FL,SUPPORT ACTIVITIES FOR CROP PRODUCTION,46.0,47700.0,199.0,0.0,2.8,14.8,4049.0,46019.28721174004,0,7.79,7.79,7.79,0
130,2012-06-15,1724950,MI,CATTLE RANCHING AND FARMING,728.0,54700.0,191.0,0.0,3.4,13.7,2068.0,21410.054844606948,1,7.4,7.4,7.4,0
131,2015-01-01,1768200,NC,OTHER CROP FARMING,228.0,48800.0,170.0,0.0,3.4,15.3,2903.0,59113.75,0,7.25,7.25,7.25,0
132,2014-04-14,1727860,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,19.0,76400.0,329.0,1.0,2.0,15.8,13666.0,241814.39790575916,0,9.0,9.0,9.0,0
133,2012-01-01,1671295,NC,SUPPORT ACTIVITIES FOR CROP PRODUCTION,290.0,50000.0,168.0,0.0,3.5,17.2,2794.0,65158.7,0,7.25,7.25,7.25,0
134,2012-11-25,1684155,FL,FRUIT AND TREE NUT FARMING,70.0,47500.0,200.0,0.0,2.7,15.3,3952.0,61322.77894736842,1,7.67,7.67,7.67,0
135,2013-06-09,1699516,CA,VEGETABLE AND MELON FARMING,13.0,77900.0,327.0,2.0,2.4,15.1,13587.0,226863.0295250321,1,8.0,8.0,8.0,0
136,2013-04-28,1695494,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,13.0,77900.0,327.0,2.0,2.4,15.1,13587.0,226863.0295250321,0,8.0,8.0,8.0,0
137,2015-08-24,1769667,CA,FRUIT AND TREE NUT FARMING,5.0,77400.0,329.0,3.0,2.2,13.9,13367.0,215989.37984496122,1,9.0,9.0,9.0,0
138,2011-04-17,1617827,TX,SUPPORT ACTIVITIES FOR CROP PRODUCTION,13.0,245000.0,531.0,1.0,4.0,17.4,8840.0,18672.097959183673,0,7.25,7.25,7.25,0
139,2014-06-01,1730635,TX,VEGETABLE AND MELON FARMING,6.0,245500.0,530.0,1.0,4.5,16.4,9319.0,15507.409368635437,1,7.25,7.25,7.25,0
140,2014-07-01,1770969,PA,FRUIT AND TREE NUT FARMING,461.0,58800.0,131.0,0.0,3.1,12.5,1741.0,45764.54081632653,1,7.25,7.25,7.25,0
141,2010-05-31,1585812,FL,VEGETABLE AND MELON FARMING,12.0,47500.0,195.0,0.0,3.0,16.0,3962.0,50670.673684210524,1,7.25,7.25,7.25,0
142,2011-10-01,1644028,FL,FRUIT AND TREE NUT FARMING,126.0,47500.0,195.0,0.0,2.9,14.9,3950.0,49330.6947368421,1,7.25,7.25,7.25,0
143,2014-09-05,1743067,MS,VEGETABLE AND MELON FARMING,41.0,37100.0,294.0,0.0,7.1,22.1,1598.0,40316.63072776281,1,7.25,7.25,7.25,35
144,2015-01-12,1760960,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,126.0,77400.0,329.0,3.0,2.2,13.9,13367.0,215989.37984496122,0,9.0,9.0,9.0,0
145,2015-05-11,1760961,CA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,13.0,77400.0,329.0,3.0,2.2,13.9,13367.0,215989.37984496122,0,9.0,9.0,9.0,0
146,2014-08-31,1739374,CA,FRUIT AND TREE NUT FARMING,6.0,76400.0,329.0,1.0,2.0,15.8,13666.0,241814.39790575916,1,9.0,9.0,9.0,0
147,2011-04-01,1652061,NC,OTHER CROP FARMING,417.0,50400.0,169.0,0.0,3.7,15.4,2772.0,49895.29761904762,0,7.25,7.25,7.25,3
148,2013-07-10,1765291,OH,SUPPORT ACTIVITIES FOR CROP PRODUCTION,727.0,75000.0,187.0,0.0,3.0,14.9,1254.0,44225.973333333335,0,7.85,7.85,7.85,0
149,2013-07-11,1765414,GA,SUPPORT ACTIVITIES FOR CROP PRODUCTION,727.0,42000.0,225.0,0.0,2.8,18.5,2092.0,64674.26190476191,0,7.25,5.15,5.15,0
150,2015-08-10,1768710,TX,VEGETABLE AND MELON FARMING,6.0,242000.0,537.0,1.0,4.5,14.7,9367.0,24927.15702479339,1,7.25,7.25,7.25,0
151,2011-01-03,1611432,CA,FRUIT AND TREE NUT FARMING,64.0,81500.0,312.0,1.0,2.4,16.9,13928.0,192111.0429447853,1,8.0,8.0,8.0,0
